{'nome': 'Levi da Cunha', 'email': 'levi.cunha@gmail.com', 'cpf': '863.052.791-95', 'celular': '(31) 9164-05374', 'idade': '86', 'data_nascimento': '10/05/1935', 'data_cadastro': '09/04/1969', 'status': 'válido'}
{'nome': 'Thiago Castro', 'email': 'thiago.castro@gmail.com', 'cpf': '250.419.783-79', 'celular': '(51) 9812-72798', 'idade': '79', 'data_nascimento': '06/12/1942', 'data_cadastro': '24/09/1980', 'status': 'válido'}
{'nome': 'Joaquim Duarte', 'email': 'joaquim.duarte@gmail.com', 'cpf': '176.089.432-03', 'celular': '(41) 9953-30661', 'idade': '91', 'data_nascimento': '13/02/1931', 'data_cadastro': '26/10/1966', 'status': 'válido'}
{'nome': 'Kevin Melo', 'email': 'kevin.melo@gmail.com', 'cpf': '830.975.241-50', 'celular': '(51) 9789-52860', 'idade': '30', 'data_nascimento': '04/07/1991', 'data_cadastro': '11/11/2020', 'status': 'válido'}
{'nome': 'Vinicius Moraes', 'email': 'vinicius.moraes@gmail.com', 'cpf': '857.924.103-05', 'celular': '(31) 9575-40671', 'idade': '70', 'data_nascimento': '30/04/1951', 'data_cadastro': '13/11/1976', 'status': 'válido'}
{'nome': 'Júlia Gonçalves', 'email': 'julia.goncalves@gmail.com', 'cpf': '086.945.273-83', 'celular': '(11) 9773-42129', 'idade': '30', 'data_nascimento': '14/07/1991', 'data_cadastro': '07/12/2017', 'status': 'válido'}
{'nome': 'Alana Ramos', 'email': 'alana.ramos@gmail.com', 'cpf': '780.495.163-93', 'celular': '(81) 9883-86617', 'idade': '77', 'data_nascimento': '28/05/1944', 'data_cadastro': '08/04/1988', 'status': 'válido'}
{'nome': 'Kevin Moura', 'email': 'kevin.moura@gmail.com', 'cpf': '971.068.453-10', 'celular': '(21) 9993-24776', 'idade': '36', 'data_nascimento': '26/01/1986', 'data_cadastro': '05/07/2002', 'status': 'válido'}
{'nome': 'Davi Luiz Gomes', 'email': 'davi.gomes@gmail.com', 'cpf': '615.094.732-70', 'celular': '(41) 9391-58742', 'idade': '19', 'data_nascimento': '18/10/2002', 'data_cadastro': '01/09/2009', 'status': 'válido'}
{'nome': 'Davi da Cruz', 'email': 'davi.cruz@gmail.com', 'cpf': '541.629.378-00', 'celular': '(84) 9061-42181', 'idade': '101', 'data_nascimento': '10/08/1920', 'data_cadastro': '25/11/1994', 'status': 'válido'}
{'nome': 'Nicolas Campos', 'email': 'nicolas.campos@gmail.com', 'cpf': '301.695.274-25', 'celular': '(21) 9250-93973', 'idade': '59', 'data_nascimento': '20/01/1963', 'data_cadastro': '28/02/1989', 'status': 'válido'}
{'nome': 'Heitor Azevedo', 'email': 'heitor.azevedo@gmail.com', 'cpf': '368.495.102-15', 'celular': '(81) 9309-99248', 'idade': '88', 'data_nascimento': '04/01/1934', 'data_cadastro': '12/09/2002', 'status': 'válido'}
{'nome': 'Lucas Gabriel Dias', 'email': 'lucas.dias@gmail.com', 'cpf': '387.592.061-95', 'celular': '(21) 9867-11745', 'idade': '69', 'data_nascimento': '24/12/1952', 'data_cadastro': '24/11/2014', 'status': 'válido'}
{'nome': 'Thiago Peixoto', 'email': 'thiago.peixoto@gmail.com', 'cpf': '735.469.028-74', 'celular': '(31) 9613-94924', 'idade': '18', 'data_nascimento': '01/05/2003', 'data_cadastro': '16/10/2018', 'status': 'válido'}
{'nome': 'Lara Monteiro', 'email': 'lara.monteiro@gmail.com', 'cpf': '781.490.536-20', 'celular': '(31) 9794-03695', 'idade': '44', 'data_nascimento': '11/07/1977', 'data_cadastro': '18/02/2010', 'status': 'válido'}
{'nome': 'Maria Sophia da Rosa', 'email': 'maria.rosa@gmail.com', 'cpf': '571.280.349-60', 'celular': '(81) 9191-84466', 'idade': '55', 'data_nascimento': '06/10/1966', 'data_cadastro': '13/07/2000', 'status': 'válido'}
{'nome': 'Elisa da Cruz', 'email': 'elisa.cruz@gmail.com', 'cpf': '248.703.156-53', 'celular': '(11) 9401-36838', 'idade': '86', 'data_nascimento': '18/02/1936', 'data_cadastro': '07/11/1945', 'status': 'válido'}
{'nome': 'Sophie Carvalho', 'email': 'sophie.carvalho@gmail.com', 'cpf': '619.470.285-02', 'celular': '(31) 9837-26415', 'idade': '68', 'data_nascimento': '20/04/1953', 'data_cadastro': '25/01/2019', 'status': 'válido'}
{'nome': 'Nicole da Rocha', 'email': 'nicole.rocha@gmail.com', 'cpf': '689.745.321-82', 'celular': '(11) 9366-27280', 'idade': '51', 'data_nascimento': '03/12/1970', 'data_cadastro': '17/07/1973', 'status': 'válido'}
{'nome': 'Isis Souza', 'email': 'isis.souza@gmail.com', 'cpf': '985.120.364-51', 'celular': '(21) 9966-16329', 'idade': '73', 'data_nascimento': '16/09/1948', 'data_cadastro': '29/04/1986', 'status': 'válido'}
{'nome': 'Bianca das Neves', 'email': 'bianca.neves@gmail.com', 'cpf': '987.036.214-13', 'celular': '(41) 9886-02409', 'idade': '63', 'data_nascimento': '24/10/1958', 'data_cadastro': '21/05/1959', 'status': 'válido'}
{'nome': 'Danilo da Paz', 'email': 'danilo.paz@gmail.com', 'cpf': '671.085.492-20', 'celular': '(61) 9310-39348', 'idade': '19', 'data_nascimento': '16/05/2002', 'data_cadastro': '17/06/2005', 'status': 'válido'}
{'nome': 'Sophia Rezende', 'email': 'sophia.rezende@gmail.com', 'cpf': '324.957.168-73', 'celular': '(71) 9744-79556', 'idade': '63', 'data_nascimento': '07/07/1958', 'data_cadastro': '31/01/2021', 'status': 'válido'}
{'nome': 'João Guilherme Silveira', 'email': 'joao.silveira@gmail.com', 'cpf': '204.617.895-58', 'celular': '(84) 9440-98344', 'idade': '65', 'data_nascimento': '18/12/1956', 'data_cadastro': '11/03/1992', 'status': 'válido'}
{'nome': 'Lucca Sales', 'email': 'lucca.sales@gmail.com', 'cpf': '047.516.923-99', 'celular': '(81) 9631-13309', 'idade': '35', 'data_nascimento': '09/01/1987', 'data_cadastro': '06/06/1998', 'status': 'válido'}
{'nome': 'Sophie Duarte', 'email': 'sophie.duarte@gmail.com', 'cpf': '032.461.879-40', 'celular': '(41) 9337-53422', 'idade': '42', 'data_nascimento': '26/07/1979', 'data_cadastro': '16/04/1986', 'status': 'válido'}
{'nome': 'Diogo Moreira', 'email': 'diogo.moreira@gmail.com', 'cpf': '419.053.876-01', 'celular': '(71) 9523-48923', 'idade': '85', 'data_nascimento': '09/11/1936', 'data_cadastro': '15/02/1952', 'status': 'válido'}
{'nome': 'Bernardo Teixeira', 'email': 'bernardo.teixeira@gmail.com', 'cpf': '502.486.973-74', 'celular': '(41) 9649-38638', 'idade': '102', 'data_nascimento': '11/05/1919', 'data_cadastro': '27/04/1969', 'status': 'válido'}
{'nome': 'João Gabriel Nogueira', 'email': 'joao.nogueira@gmail.com', 'cpf': '638.209.157-02', 'celular': '(31) 9508-63349', 'idade': '101', 'data_nascimento': '17/04/1920', 'data_cadastro': '29/11/1937', 'status': 'válido'}
{'nome': 'Amanda das Neves Moraes', 'email': 'amanda.moraes@gmail.com', 'cpf': '103.876.429-78', 'celular': '(31) 9493-01312', 'idade': '71', 'data_nascimento': '01/11/1950', 'data_cadastro': '21/06/2018', 'status': 'válido'}
{'nome': 'Luiz Otávio Melo', 'email': 'luiz.melo@gmail.com', 'cpf': '871.632.045-07', 'celular': '(81) 9572-76546', 'idade': '60', 'data_nascimento': '13/03/1951', 'data_cadastro': '12/05/1987', 'status': 'válido'}
{'nome': 'Kevin Rodrigues', 'email': 'kevin.rodrigues@gmail.com', 'cpf': '580.617.243-08', 'celular': '(41) 9265-73918', 'idade': '43', 'data_nascimento': '22/02/1979', 'data_cadastro': '01/02/1992', 'status': 'válido'}
{'nome': 'Caio Fogaça', 'email': 'caio.fogaca@gmail.com', 'cpf': '410.953.782-79', 'celular': '(61) 9547-28368', 'idade': '23', 'data_nascimento': '23/01/1999', 'data_cadastro': '23/10/2014', 'status': 'válido'}
{'nome': 'Vicente Araújo', 'email': 'vicente.araujo@gmail.com', 'cpf': '721.630.498-50', 'celular': '(51) 9233-96423', 'idade': '70', 'data_nascimento': '19/05/1951', 'data_cadastro': '30/04/1990', 'status': 'válido'}
{'nome': 'João Gabriel Moraes', 'email': 'joao.moraes@gmail.com', 'cpf': '035.126.874-07', 'celular': '(41) 9329-76334', 'idade': '68', 'data_nascimento': '02/08/1953', 'data_cadastro': '24/01/1968', 'status': 'válido'}
{'nome': 'Catarina Castro', 'email': 'catarina.castro@gmail.com', 'cpf': '039.427.851-88', 'celular': '(51) 9472-36148', 'idade': '101', 'data_nascimento': '04/02/1921', 'data_cadastro': '27/09/1967', 'status': 'válido'}
{'nome': 'Gustavo Henrique Pinto', 'email': 'gustavo.pinto@gmail.com', 'cpf': '479.056.381-20', 'celular': '(41) 9203-84750', 'idade': '43', 'data_nascimento': '21/06/1978', 'data_cadastro': '03/04/2015', 'status': 'válido'}
{'nome': 'Heloísa Novaes', 'email': 'heloisa.novaes@gmail.com', 'cpf': '281.495.063-06', 'celular': '(31) 9465-87680', 'idade': '30', 'data_nascimento': '09/10/1991', 'data_cadastro': '19/10/1991', 'status': 'válido'}
{'nome': 'Sofia Nogueira', 'email': 'sofia.nogueira@gmail.com', 'cpf': '761.295.804-01', 'celular': '(84) 9151-13411', 'idade': '56', 'data_nascimento': '10/03/1965', 'data_cadastro': '02/12/1989', 'status': 'válido'}
{'nome': 'Isadora Costela', 'email': 'isadora.costela@gmail.com', 'cpf': '276.840.513-26', 'celular': '(41) 9816-99958', 'idade': '23', 'data_nascimento': '29/07/1998', 'data_cadastro': '15/01/2002', 'status': 'válido'}
{'nome': 'Letícia Viana', 'email': 'leticia.viana@gmail.com', 'cpf': '815.496.037-01', 'celular': '(81) 9949-02122', 'idade': '95', 'data_nascimento': '09/05/1926', 'data_cadastro': '03/03/2000', 'status': 'válido'}
{'nome': 'Sabrina das Neves', 'email': 'sabrina.neves@gmail.com', 'cpf': '785.324.690-00', 'celular': '(61) 9629-18408', 'idade': '55', 'data_nascimento': '10/06/1966', 'data_cadastro': '14/07/2002', 'status': 'válido'}
{'nome': 'Bruna Viana', 'email': 'bruna.viana@gmail.com', 'cpf': '238.649.510-89', 'celular': '(51) 9286-28180', 'idade': '29', 'data_nascimento': '30/01/1980', 'data_cadastro': '20/11/2011', 'status': 'válido'}
{'nome': 'Luigi Gomes', 'email': 'luigi.gomes@gmail.com', 'cpf': '306.972.418-31', 'celular': '(11) 9645-33485', 'idade': '94', 'data_nascimento': '02/06/1927', 'data_cadastro': '07/10/1965', 'status': 'válido'}
{'nome': 'Eduardo Lopes', 'email': 'eduardo.lopes@gmail.com', 'cpf': '702.981.463-04', 'celular': '(71) 9087-02673', 'idade': '43', 'data_nascimento': '29/04/1978', 'data_cadastro': '15/01/1993', 'status': 'válido'}
{'nome': 'Anthony Farias', 'email': 'anthony.farias@gmail.com', 'cpf': '921.607.538-40', 'celular': '(51) 9878-39709', 'idade': '61', 'data_nascimento': '10/03/1960', 'data_cadastro': '04/08/1980', 'status': 'válido'}
{'nome': 'Noah Santos', 'email': 'noah.santos@gmail.com', 'cpf': '126.543.987-73', 'celular': '(71) 9184-23436', 'idade': '73', 'data_nascimento': '06/12/1948', 'data_cadastro': '22/11/1953', 'status': 'válido'}
{'nome': 'Lara Alves', 'email': 'lara.alves@gmail.com', 'cpf': '410.823.769-22', 'celular': '(61) 9666-79845', 'idade': '76', 'data_nascimento': '28/10/1945', 'data_cadastro': '10/06/1998', 'status': 'válido'}
{'nome': 'Alícia da Rocha', 'email': 'alicia.rocha@gmail.com', 'cpf': '834.905.261-98', 'celular': '(81) 9728-16683', 'idade': '23', 'data_nascimento': '12/11/1998', 'data_cadastro': '31/01/2020', 'status': 'válido'}
{'nome': 'Ana Sophia Nogueira', 'email': 'ana.nogueira@gmail.com', 'cpf': '754.820.169-94', 'celular': '(84) 9957-94172', 'idade': '41', 'data_nascimento': '15/01/1981', 'data_cadastro': '25/04/2001', 'status': 'válido'}
{'nome': 'Antônio Lopes', 'email': 'antonio.lopes@gmail.com', 'cpf': '275.409.183-14', 'celular': '(31) 9173-42199', 'idade': '66', 'data_nascimento': '31/01/1956', 'data_cadastro': '04/07/1999', 'status': 'válido'}
{'nome': 'Juliana Pires', 'email': 'juliana.pires@gmail.com', 'cpf': '275.346.108-26', 'celular': '(31) 9600-74579', 'idade': '81', 'data_nascimento': '09/06/1940', 'data_cadastro': '15/01/1974', 'status': 'válido'}
{'nome': 'Raul Barros', 'email': 'raul.barros@gmail.com', 'cpf': '369.152.704-34', 'celular': '(41) 9012-16605', 'idade': '51', 'data_nascimento': '16/07/1970', 'data_cadastro': '01/09/1976', 'status': 'válido'}
{'nome': 'Theo Silveira', 'email': 'theo.silveira@gmail.com', 'cpf': '625.981.473-91', 'celular': '(21) 9053-33301', 'idade': '51', 'data_nascimento': '29/05/1970', 'data_cadastro': '04/06/1982', 'status': 'válido'}
{'nome': 'Gabriela da Luz', 'email': 'gabriela.luz@gmail.com', 'cpf': '275.390.481-23', 'celular': '(41) 9791-99390', 'idade': '58', 'data_nascimento': '25/07/1963', 'data_cadastro': '26/11/2016', 'status': 'válido'}
{'nome': 'João Felipe Mendes', 'email': 'joao.mendes@gmail.com', 'cpf': '462.198.035-15', 'celular': '(84) 9082-67911', 'idade': '74', 'data_nascimento': '31/10/1947', 'data_cadastro': '27/12/1975', 'status': 'válido'}
{'nome': 'Alexia Porto', 'email': 'alexia.porto@gmail.com', 'cpf': '143.057.896-39', 'celular': '(84) 9713-26909', 'idade': '42', 'data_nascimento': '01/10/1979', 'data_cadastro': '14/04/1989', 'status': 'válido'}
{'nome': 'Maria Moura', 'email': 'maria.moura@gmail.com', 'cpf': '432.108.759-79', 'celular': '(11) 9151-13611', 'idade': '64', 'data_nascimento': '03/11/1957', 'data_cadastro': '22/08/2018', 'status': 'válido'}
{'nome': 'Levi Carvalho', 'email': 'levi.carvalho@gmail.com', 'cpf': '819.627.345-28', 'celular': '(71) 9448-43204', 'idade': '95', 'data_nascimento': '31/08/1926', 'data_cadastro': '25/12/2006', 'status': 'válido'}
{'nome': 'Catarina da Cruz', 'email': 'catarina.cruz@gmail.com', 'cpf': '439.807.216-04', 'celular': '(84) 9845-76164', 'idade': '98', 'data_nascimento': '19/06/1923', 'data_cadastro': '02/07/1946', 'status': 'válido'}
{'nome': 'Alexandre Silva', 'email': 'alexandre.silva@gmail.com', 'cpf': '409.618.325-33', 'celular': '(11) 9904-13243', 'idade': '33', 'data_nascimento': '09/01/1989', 'data_cadastro': '07/06/2008', 'status': 'válido'}
{'nome': 'Pietra da Conceição', 'email': 'pietra.conceicao@gmail.com', 'cpf': '854.712.936-73', 'celular': '(71) 9658-71936', 'idade': '57', 'data_nascimento': '24/06/1964', 'data_cadastro': '22/08/2008', 'status': 'válido'}
{'nome': 'Lorenzo Novaes', 'email': 'lorenzo.novaes@gmail.com', 'cpf': '235.746.918-82', 'celular': '(41) 9351-22347', 'idade': '71', 'data_nascimento': '01/07/1950', 'data_cadastro': '26/07/1999', 'status': 'válido'}
{'nome': 'Yago Ribeiro', 'email': 'yago.ribeiro@gmail.com', 'cpf': '105.928.673-40', 'celular': '(11) 9584-91628', 'idade': '25', 'data_nascimento': '14/12/1996', 'data_cadastro': '29/11/2020', 'status': 'válido'}
{'nome': 'Lucas Gabriel Correia', 'email': 'lucas.correia@gmail.com', 'cpf': '971.854.062-85', 'celular': '(51) 9808-99655', 'idade': '26', 'data_nascimento': '16/02/1996', 'data_cadastro': '16/09/1997', 'status': 'válido'}
{'nome': 'Emilly Ferreira', 'email': 'emilly.ferreira@gmail.com', 'cpf': '625.347.890-74', 'celular': '(21) 9017-55423', 'idade': '44', 'data_nascimento': '23/09/1977', 'data_cadastro': '23/08/2012', 'status': 'válido'}
{'nome': 'Luigi Barros', 'email': 'luigi.barros@gmail.com', 'cpf': '425.689.713-55', 'celular': '(41) 9363-61030', 'idade': '93', 'data_nascimento': '24/11/1928', 'data_cadastro': '17/03/1959', 'status': 'válido'}
{'nome': 'Levi Moraes', 'email': 'levi.moraes@gmail.com', 'cpf': '923.076.541-43', 'celular': '(61) 9869-84457', 'idade': '58', 'data_nascimento': '31/01/1964', 'data_cadastro': '29/12/1981', 'status': 'válido'}
{'nome': 'Alexandre Cardoso', 'email': 'alexandre.cardoso@gmail.com', 'cpf': '638.954.127-91', 'celular': '(31) 9001-30314', 'idade': '97', 'data_nascimento': '22/04/1924', 'data_cadastro': '23/01/1936', 'status': 'válido'}
{'nome': 'Nicolas Melo', 'email': 'nicolas.melo@gmail.com', 'cpf': '692.184.035-24', 'celular': '(84) 9123-09269', 'idade': '28', 'data_nascimento': '23/10/1993', 'data_cadastro': '08/06/2005', 'status': 'válido'}
{'nome': 'Augusto Gonçalves', 'email': 'augusto.goncalves@gmail.com', 'cpf': '165.937.840-01', 'celular': '(61) 9351-81670', 'idade': '44', 'data_nascimento': '11/02/1978', 'data_cadastro': '23/01/2021', 'status': 'válido'}
{'nome': 'Vinicius das Neves', 'email': 'vinicius.neves@gmail.com', 'cpf': '438.569.170-39', 'celular': '(41) 9487-72278', 'idade': '19', 'data_nascimento': '31/01/2003', 'data_cadastro': '23/06/2012', 'status': 'válido'}
{'nome': 'Esther Dias', 'email': 'esther.dias@gmail.com', 'cpf': '367.250.948-56', 'celular': '(81) 9956-62205', 'idade': '19', 'data_nascimento': '07/03/2002', 'data_cadastro': '19/09/2014', 'status': 'válido'}
{'nome': 'Milena da Cunha', 'email': 'milena.cunha@gmail.com', 'cpf': '563.497.082-29', 'celular': '(11) 9189-60848', 'idade': '47', 'data_nascimento': '19/02/1975', 'data_cadastro': '11/10/1977', 'status': 'válido'}
{'nome': 'Luiz Gustavo Gomes', 'email': 'luiz.gomes@gmail.com', 'cpf': '375.284.916-91', 'celular': '(71) 9114-49769', 'idade': '66', 'data_nascimento': '24/12/1955', 'data_cadastro': '06/05/1980', 'status': 'válido'}
{'nome': 'Bruna Correia', 'email': 'bruna.correia@gmail.com', 'cpf': '241.908.376-87', 'celular': '(31) 9243-86236', 'idade': '36', 'data_nascimento': '20/01/1986', 'data_cadastro': '07/08/1992', 'status': 'válido'}
{'nome': 'Anthony Cardoso', 'email': 'anthony.cardoso@gmail.com', 'cpf': '580.693.127-77', 'celular': '(71) 9972-19366', 'idade': '53', 'data_nascimento': '01/07/1968', 'data_cadastro': '25/10/2000', 'status': 'válido'}
{'nome': 'Marcos Vinicius Peixoto', 'email': 'marcos.peixoto@gmail.com', 'cpf': '128.906.743-04', 'celular': '(71) 9652-18441', 'idade': '62', 'data_nascimento': '08/08/1959', 'data_cadastro': '22/01/1961', 'status': 'válido'}
{'nome': 'Davi Cunha', 'email': 'davi.cunha@gmail.com', 'cpf': '259.738.140-41', 'celular': '(84) 9939-65352', 'idade': '61', 'data_nascimento': '16/09/1960', 'data_cadastro': '28/05/1997', 'status': 'válido'}
{'nome': 'Danilo Silveira', 'email': 'danilo.silveira@gmail.com', 'cpf': '847.526.913-37', 'celular': '(61) 9282-74092', 'idade': '52', 'data_nascimento': '09/02/1970', 'data_cadastro': '16/03/1972', 'status': 'válido'}
{'nome': 'Marina Nogueira', 'email': 'marina.nogueira@gmail.com', 'cpf': '103.246.985-42', 'celular': '(84) 9202-13915', 'idade': '61', 'data_nascimento': '23/11/1960', 'data_cadastro': '03/03/2019', 'status': 'válido'}
{'nome': 'Ana Lívia da Mota', 'email': 'ana.mota@gmail.com', 'cpf': '108.597.462-67', 'celular': '(71) 9021-23843', 'idade': '22', 'data_nascimento': '23/02/1926', 'data_cadastro': '14/08/2007', 'status': 'válido'}
{'nome': 'Rebeca Silveira', 'email': 'rebeca.silveira@gmail.com', 'cpf': '457.203.891-05', 'celular': '(81) 9340-74354', 'idade': '68', 'data_nascimento': '30/01/1954', 'data_cadastro': '28/12/2002', 'status': 'válido'}
{'nome': 'Melissa Barbosa', 'email': 'melissa.barbosa@gmail.com', 'cpf': '518.249.637-00', 'celular': '(84) 9578-06380', 'idade': '88', 'data_nascimento': '26/01/1934', 'data_cadastro': '12/09/1962', 'status': 'válido'}
{'nome': 'Fernanda Correia', 'email': 'fernanda.correia@gmail.com', 'cpf': '409.713.628-31', 'celular': '(11) 9587-98324', 'idade': '42', 'data_nascimento': '07/10/1979', 'data_cadastro': '30/12/2012', 'status': 'válido'}
{'nome': 'Pedro da Mota', 'email': 'pedro.mota@gmail.com', 'cpf': '462.097.851-58', 'celular': '(21) 9089-03970', 'idade': '62', 'data_nascimento': '14/12/1959', 'data_cadastro': '03/12/1966', 'status': 'válido'}
{'nome': 'Leonardo da Rosa', 'email': 'leonardo.rosa@gmail.com', 'cpf': '187.605.492-11', 'celular': '(31) 9424-07656', 'idade': '83', 'data_nascimento': '08/08/1938', 'data_cadastro': '22/11/2015', 'status': 'válido'}
{'nome': 'Bianca Pereira', 'email': 'bianca.pereira@gmail.com', 'cpf': '163.852.097-68', 'celular': '(84) 9253-81430', 'idade': '83', 'data_nascimento': '30/09/1938', 'data_cadastro': '07/06/2004', 'status': 'válido'}
{'nome': 'Bruna Alves', 'email': 'bruna.alves@gmail.com', 'cpf': '739.241.685-55', 'celular': '(51) 9955-77548', 'idade': '18', 'data_nascimento': '13/10/2003', 'data_cadastro': '01/09/2020', 'status': 'válido'}
{'nome': 'Maria Sophia da Luz', 'email': 'maria.luz@gmail.com', 'cpf': '592.714.380-60', 'celular': '(41) 9307-45533', 'idade': '92', 'data_nascimento': '15/01/1930', 'data_cadastro': '18/05/2019', 'status': 'válido'}
{'nome': 'Gustavo Henrique Castro', 'email': 'gustavo.castro@gmail.com', 'cpf': '781.439.620-40', 'celular': '(11) 9755-62319', 'idade': '76', 'data_nascimento': '31/03/1945', 'data_cadastro': '20/01/1975', 'status': 'válido'}
{'nome': 'Bruna da Cruz Gomes', 'email': 'bruna.gomes@gmail.com', 'cpf': '178.463.092-69', 'celular': '(71) 9598-23072', 'idade': '33', 'data_nascimento': '21/01/1989', 'data_cadastro': '09/03/2014', 'status': 'válido'}
